0.3002488,-14.4523943,-0.3450739,-14.4692638,-0.9993072,-14.4863664
0.3974355,-14.1560575,-0.3508347,-14.1649438,-0.9974183,-14.1726225
0.3671367,-13.8617008,-0.3524036,-13.8607037,-0.9671412,-13.8598519
0.3999370,-13.5667092,-0.3500984,-13.5565107,-0.8999429,-13.5490342
0.3997969,-13.2707583,-0.3442372,-13.2523317,-0.8998046,-13.2385726
0.3776645,-12.9729996,-0.3351378,-12.9481338,-0.8777165,-12.9292062
0.3494492,-12.6734443,-0.3231181,-12.6438840,-0.8493935,-12.6207535
0.4490838,-12.3789162,-0.3084961,-12.3395494,-0.8491645,-12.3114541
0.4488219,-12.0787225,-0.2915896,-12.0350969,-0.8489274,-12.0022582
0.4485526,-11.7772468,-0.2727167,-11.7304936,-0.8487249,-11.6931563
0.4484553,-11.4745166,-0.2521952,-11.4257065,-0.8484017,-11.3841724
0.4482748,-11.1705476,-0.2303430,-11.1207027,-0.8482326,-11.0753182
0.4982079,-10.8692099,-0.2074781,-10.8154491,-0.7980360,-10.7704590
0.4981054,-10.5630157,-0.1839184,-10.5099128,-0.7979719,-10.4621022
0.4979773,-10.2557030,-0.1599818,-10.2040609,-0.7980368,-10.1539810
0.4980548,-9.9473589,-0.1359862,-9.8978603,-0.7980017,-9.8461778
0.4981743,-9.6380395,-0.1122496,-9.5912781,-0.7980280,-9.5387441
0.4982824,-9.3278068,-0.0890899,-9.2842812,-0.7981630,-9.2317373
0.5484266,-9.0202524,-0.0668249,-8.9768368,-0.7483487,-8.9287447
0.5576753,-8.7087399,-0.0457727,-8.6689119,-0.7576918,-8.6219246
0.5487678,-8.3952128,-0.0262511,-8.3604734,-0.7488663,-8.3168171
0.5989955,-8.0841840,-0.0085781,-8.0514884,-0.6991262,-8.0143277
0.5993456,-7.7692964,0.0069284,-7.7419240,-0.6992689,-7.7092944
0.5995636,-7.4535403,0.0199506,-7.4317471,-0.6995184,-7.4046953
0.5997601,-7.1368703,0.0301704,-7.1209248,-0.6997308,-7.1004913
0.5999123,-6.8192401,0.0372700,-6.8094241,-0.6998899,-6.7965634
0.6499804,-6.5007377,0.0409314,-6.4972120,-0.6499978,-6.4932124
0.6499964,-6.1807553,0.0408935,-6.1842691,-0.6499820,-6.1882545
0.6499257,-5.8614595,0.0375418,-5.8707282,-0.6499254,-5.8811334
0.6498260,-5.5433184,0.0316730,-5.5568196,-0.6498640,-5.5717053
0.6497888,-5.2264910,0.0240900,-5.2427749,-0.6497712,-5.2603121
0.6997401,-4.9098988,0.0155959,-4.9288256,-0.5997627,-4.9458495
0.7175940,-4.5961823,0.0069937,-4.6152035,-0.6174870,-4.6319195
0.6998483,-4.2857991,-0.0009134,-4.3021401,-0.5997984,-4.3161055
0.7499103,-3.9767717,-0.0073225,-3.9898671,-0.5498953,-3.9992503
0.7499620,-3.6720228,-0.0114304,-3.6786161,-0.5499893,-3.6832798
0.7499921,-3.3706352,-0.0124341,-3.3686188,-0.5500033,-3.3671971
0.7003101,-3.0719133,-0.0095305,-3.0601067,-0.5003451,-3.0519431
0.7496800,-2.7785314,-0.0019166,-2.7533115,-0.4496450,-2.7382879
0.7491909,-2.4874631,0.0112107,-2.4484649,-0.4491371,-2.4241380
0.7480576,-2.2017739,0.0307332,-2.1458940,-0.4483178,-2.1085756
0.7459202,-1.9295656,0.0594198,-1.8482157,-0.4457422,-1.7883543
0.7402686,-1.6763204,0.1019690,-1.5603884,-0.4404151,-1.4618771
0.7416423,-1.4456466,0.1631667,-1.2874763,-0.4158687,-1.1291530
0.7557328,-1.2407416,0.2477987,-1.0345437,-0.3561418,-0.7893715
0.7163301,-1.0208398,0.3606508,-0.8066548,-0.3165422,-0.3988589
0.7072590,-0.7904835,0.5065085,-0.6088736,-0.2359103,0.0627596
0.9266243,-0.7630862,0.6881018,-0.4444678,0.0088475,0.4628803
1.1204381,-0.7260407,0.9012707,-0.3106843,0.4599699,0.5256492
1.3487789,-0.7512204,1.1404129,-0.2035099,0.8154244,0.6507543
1.5814941,-0.7706222,1.3999263,-0.1189313,1.1520728,0.7706751
1.8256089,-0.7831181,1.6742089,-0.0529353,1.5007658,0.7835590
2.0832126,-0.7900536,1.9576586,-0.0015086,1.8316259,0.7900426
2.3488297,-0.7935435,2.2450470,0.0391330,2.1385729,0.8934041
2.6159423,-0.7964109,2.5345107,0.0707142,2.4569949,0.8961422
2.8843785,-0.7982332,2.8259662,0.0938697,2.7733054,0.8981343
3.1553505,-0.7992950,3.1193462,0.1092245,3.0880330,0.8993716
3.4302581,-0.8498565,3.4145833,0.1174035,3.4027126,0.8499204
3.7069281,-0.8502504,3.7116104,0.1190315,3.7151426,0.8502505
3.9865549,-0.8964717,4.0103600,0.1147335,4.0287619,0.8964165
4.2706112,-0.8992953,4.3107650,0.1051344,4.3425118,0.8992681
4.5591396,-0.8986905,4.6127579,0.0908590,4.6511184,0.7988194
4.8520088,-0.8980801,4.9162715,0.0725324,4.9643173,0.7982061
5.1490765,-0.8976211,5.2212386,0.0507793,5.2780537,0.7974791
5.4501786,-0.8968982,5.5275918,0.0262247,5.5922422,0.7971555
5.7549968,-0.8967742,5.8352638,-0.0005065,5.9066368,0.7964492
6.0633197,-0.8963906,6.1441873,-0.0287894,6.2210900,0.7962726
6.3748081,-0.8961112,6.4542951,-0.0579992,6.5353168,0.7962944
6.6891068,-0.8963093,6.7655198,-0.0875108,6.8490060,0.7961541
7.0059422,-0.8965244,7.0777942,-0.1166994,7.1619172,0.7963051
7.3250290,-0.8965339,7.3910509,-0.1449401,7.4737885,0.7969449
7.6381086,-0.9940431,7.7052227,-0.1716080,7.7840495,0.7943593
7.9613869,-0.9975369,8.0202422,-0.1960781,8.0932153,0.7976292
8.2834345,-1.0482049,8.3360422,-0.2177257,8.3972295,0.7481945
8.6108169,-1.0488689,8.6525553,-0.2359257,8.7025246,0.7373306
8.9397912,-1.0493933,8.9697144,-0.2500533,9.0033859,0.6494168
9.2703804,-1.0497609,9.2874520,-0.2594835,9.3070953,0.6498426
9.6026082,-1.0499955,9.6057009,-0.2635916,9.6092938,0.6499913
9.9369322,-1.0499045,9.9243938,-0.2617524,9.9098909,0.6498804
10.2716163,-1.0493800,10.2434370,-0.2534778,10.2114647,0.6495555
10.6033433,-1.0489578,10.5624758,-0.2396294,10.5176102,0.6488790
10.9311471,-1.0520653,10.8810067,-0.2218393,10.8282282,0.6520675
11.2538039,-1.0480986,11.1985243,-0.2017487,11.1429966,0.6484000
11.5710355,-1.0481661,11.5145233,-0.1809986,11.4604832,0.6482354
11.8846263,-1.0985386,11.8284983,-0.1612302,11.7830088,0.5984216
12.1870378,-1.0990949,12.1399441,-0.1440845,12.1033087,0.5988420
12.4805682,-1.0996050,12.4483553,-0.1312027,12.4240507,0.5994553
12.7644279,-1.0999550,12.7532266,-0.1242259,12.7449133,0.5999330
13.0380851,-1.0998760,13.0540526,-0.1247952,13.0659198,0.5998962
13.3014456,-1.0989365,13.3503280,-0.1345517,13.3875042,0.5988838
13.5549027,-1.0963850,13.6415476,-0.1551364,13.7107342,0.5964577
13.7860482,-1.1911681,13.9272059,-0.1881906,14.0369056,0.5912658
14.0178990,-1.1830579,14.2067133,-0.2353808,14.3696162,0.5822452
14.2380500,-1.1696699,14.4774236,-0.2989944,14.6887072,0.4695092
14.4472177,-1.1453653,14.7345691,-0.3819596,15.0460899,0.4456570
14.6550642,-1.1047249,14.9732845,-0.4872338,15.4338202,0.4064134
14.8528326,-1.0888194,15.1887044,-0.6177746,15.8373177,0.2918758
15.0122661,-1.1349031,15.3759634,-0.7765396,16.2444639,0.0792238
15.1735353,-1.2026614,15.5302071,-0.9664773,16.4241895,-0.3744922
15.2078493,-1.3802200,15.6493214,-1.1882801,16.4917521,-0.8220144
15.1766417,-1.5974786,15.7375365,-1.4374168,16.5228980,-1.2132991
15.1612632,-1.8253305,15.7999780,-1.7086190,16.5384598,-1.5736772
15.1543846,-2.0740279,15.8417716,-1.9966185,16.5455908,-1.9173586
15.1515833,-2.3437905,15.8680427,-2.2961470,16.5484981,-2.2508977
15.1504230,-2.6317554,15.8839169,-2.6019361,16.4493501,-2.5789491
15.1502118,-2.9290498,15.8941705,-2.9091013,16.4497447,-2.8942042
15.1500857,-3.2273854,15.9006065,-3.2160226,16.4499367,-3.2077059
15.1500145,-3.5258101,15.9035259,-3.5227300,16.4500037,-3.5204962
15.1500115,-3.8247825,15.9032179,-3.8292662,16.4499885,-3.8325210
15.1500865,-4.1243665,15.8999715,-4.1356737,16.4499387,-4.1439664
15.1501596,-4.4246938,15.8940760,-4.4419953,16.4498081,-4.4549201
15.1503290,-4.7258466,15.8858206,-4.7482736,16.4497251,-4.7654685
15.1239580,-5.0269107,15.8754945,-5.0545514,16.4759696,-5.0766362
15.1006313,-5.3287482,15.8633869,-5.3608712,16.4993914,-5.3876562
15.1007922,-5.6324494,15.8497869,-5.6672758,16.4992812,-5.6974757
15.1009118,-5.9371576,15.8349839,-5.9738078,16.4991701,-6.0069689
15.1009846,-6.2428692,15.8192669,-6.2805100,16.4990662,-6.3161340
15.1010091,-6.5495722,15.8029251,-6.5874248,16.4989778,-6.6249613
15.1010272,-6.8572504,15.7862479,-6.8945951,16.4989527,-6.9334378
15.1009792,-7.1658789,15.7695243,-7.2020636,16.4989330,-7.2415424
15.1010107,-7.4754436,15.7530435,-7.5098728,16.4990631,-7.5492647
15.1008412,-7.7859095,15.7370948,-7.8180654,16.4990567,-7.8565745
15.0508097,-8.0949122,15.7219673,-8.1266841,16.4492436,-8.1611127
15.0507660,-8.4073768,15.7079503,-8.4357717,16.4494611,-8.4678100
15.0504791,-8.7207701,15.6953329,-8.7453707,16.4494615,-8.7741399
15.0503492,-9.0351246,15.6844043,-9.0555238,16.4496252,-9.0801429
15.0496361,-9.3504502,15.6754537,-9.3662737,16.4503491,-9.3858666
15.0500970,-9.6668393,15.6687703,-9.6776631,16.4498828,-9.6913287
15.0500179,-9.9843220,15.6646434,-9.9897346,16.4499637,-9.9966503
15.0000075,-10.3030265,15.6633621,-10.3025309,16.4000071,-10.3019805
15.0000759,-10.6235769,15.6652155,-10.6160947,16.3999873,-10.6078292
15.0001783,-10.9454191,15.6704896,-10.9304677,16.3998302,-10.9141996
14.9873422,-11.2676074,15.6791010,-11.2455902,16.4126992,-11.2222414
14.9506241,-11.5896783,15.6902666,-11.5612105,16.4495143,-11.5319880
14.9502140,-11.9090411,15.7031254,-11.8770551,16.4488622,-11.8453739
14.9507037,-12.2263900,15.7168164,-12.1928508,16.4492683,-12.1607852
14.9506838,-12.5413763,15.7304786,-12.5083244,16.4493383,-12.4778551
14.9504858,-12.8535539,15.7432509,-12.8232024,16.3494609,-12.7999933
14.9450333,-13.1626621,15.7542723,-13.1372117,16.3549791,-13.1183195
14.9001928,-13.4689103,15.7626818,-13.4500789,16.3998354,-13.4361675
14.9000355,-13.7696666,15.7676184,-13.7615308,16.3999696,-13.7556009
14.9000287,-14.0660896,15.7682211,-14.0712940,16.4000017,-14.0750812
14.9002645,-14.3580501,15.7636288,-14.3790953,16.3998191,-14.3946030
14.9008201,-14.6455662,15.7529806,-14.6846614,16.3992440,-14.7143104
14.9009730,-14.9287797,15.7354153,-14.9877189,16.3992052,-15.0346044
14.8545016,-15.1963437,15.7094185,-15.2871014,16.4455612,-15.3652500
14.8594685,-15.4469135,15.6709936,-15.5782505,16.3402021,-15.6865550
14.8710335,-15.6745979,15.6155554,-15.8558028,16.3284877,-16.0293192
14.8916430,-15.8805740,15.5385184,-16.1143949,16.2082708,-16.3564849
14.9089600,-16.0673326,15.4352972,-16.3486635,16.1926297,-16.7534629
14.8905395,-16.2222172,15.3013065,-16.5532452,16.1093348,-17.2044173
14.8859597,-16.4216793,15.1323479,-16.7231562,15.9132821,-17.6786957
14.6684328,-16.3849530,14.9297605,-16.8588417,15.4842543,-17.8643546
14.4910498,-16.4194903,14.6990201,-16.9648027,15.0651180,-17.9247367
14.2685554,-16.3787975,14.4457017,-17.0456375,14.7050227,-18.0218119
14.0372922,-16.3640991,14.1753804,-17.1059445,14.3483891,-18.0353917
13.7880801,-16.3572031,13.8936314,-17.1503220,14.0123452,-18.0423456
13.5238975,-16.3541003,13.6060031,-17.1833489,13.6913990,-18.0458282
13.2469415,-16.2522406,13.3161043,-17.2081719,13.3768341,-18.0475478
12.9782659,-16.2510567,13.0243127,-17.2255534,13.0632246,-18.0490506
12.7065837,-16.2502998,12.7307009,-17.2360300,12.7506099,-18.0497613
12.4316558,-16.2500125,12.4353410,-17.2401383,12.4379830,-17.9500007
12.1531047,-16.2500970,12.1383053,-17.2384149,12.1276512,-17.9499064
11.8707490,-16.2503982,11.8396661,-17.2313966,11.8169116,-17.9495455
11.5844898,-16.2509409,11.5394958,-17.2196199,11.5056119,-17.9491100
11.2943315,-16.2515357,11.2378666,-17.2036215,11.1936872,-17.9485539
11.0003648,-16.2519352,10.9348508,-17.1839380,10.8811595,-17.9477506
10.7027034,-16.2525007,10.6305207,-17.1611060,10.5680738,-17.9471614
10.4015337,-16.2531903,10.3249486,-17.1356623,10.2545520,-17.9468244
10.0971349,-16.2534277,10.0182067,-17.1081433,9.9408146,-17.9462253
9.7897139,-16.2538137,9.7103675,-17.0790858,9.6270163,-17.9460104
9.4893894,-16.1541428,9.4015031,-17.0490264,9.3232322,-17.8460032
9.1768901,-16.1539606,9.0916858,-17.0185018,9.0101555,-17.8457642
8.8620413,-16.1541239,8.7809880,-16.9880485,8.6975848,-17.8461505
8.5452010,-16.1539190,8.4694820,-16.9582033,8.3858598,-17.8464350
8.2233316,-16.1903348,8.1572400,-16.9295027,8.0785583,-17.8094777
7.9107088,-16.1028860,7.8443343,-16.9024833,7.7700757,-17.7970591
7.5906897,-16.0790009,7.5308372,-16.8776819,7.4636494,-17.7742474
7.2692321,-16.0518445,7.2168211,-16.8556351,7.1586188,-17.7482421
6.9446365,-16.0511399,6.9023581,-16.8368794,6.8532965,-17.7486844
6.6189483,-16.0506669,6.5875207,-16.8219516,6.5497356,-17.7492574
6.2921779,-16.0503275,6.2723810,-16.8113883,6.2479720,-17.7497527
5.9642892,-16.0500274,5.9570114,-16.8057261,5.9479180,-17.7499486
5.6350371,-16.0500190,5.6414842,-16.8055016,5.6495440,-17.7499571
5.3064066,-16.0508439,5.3259010,-16.8110018,5.3499619,-17.7492267
4.9789451,-16.0006069,5.0105142,-16.8212302,5.0442952,-17.6993503
4.6565534,-16.0009765,4.6956248,-16.8347790,4.7361269,-17.6991131
4.3383505,-16.0011177,4.3815336,-16.8502400,4.4246944,-17.6989236
4.0198860,-15.9011971,4.0685413,-16.8662054,4.1105262,-17.6989136
3.7123430,-15.9008763,3.7569489,-16.8812669,3.7941550,-17.6990161
3.4123854,-15.9311532,3.4470572,-16.8940168,3.4749506,-17.6686365
3.1183546,-15.9501596,3.1391670,-16.9030468,3.1554762,-17.6497542
2.8308457,-15.9500058,2.8335793,-16.9069490,2.8357018,-17.6499988
2.5518112,-15.9002278,2.5305947,-16.9043153,2.5158980,-17.5998484
2.2804398,-15.9010102,2.2305142,-16.8937378,2.1950525,-17.5988644
2.0161830,-15.9029292,1.9336387,-16.8738083,1.8721682,-17.5968182
1.7574117,-15.9065609,1.6402689,-16.8431190,1.5464230,-17.5934171
1.5060982,-15.9128254,1.3510369,-16.8001278,1.2134482,-17.5874466
1.2684721,-15.9247324,1.0698268,-16.7419784,0.8669497,-17.5766343
1.0637170,-15.8923640,0.8023677,-16.6650690,0.5471915,-17.4195222
0.8578727,-15.9238523,0.5544098,-16.5657888,0.1930580,-17.3301822
0.6581989,-15.9529439,0.3317036,-16.4405274,-0.2100784,-17.2496171
0.4909438,-15.9287383,0.1399991,-16.2856742,-0.6618717,-17.1012338
0.2832940,-15.8997710,-0.0150703,-16.0977130,-0.8833195,-16.6737303
0.2483423,-15.7148275,-0.1325387,-15.8769002,-0.9478637,-16.2238375
0.2774567,-15.4940356,-0.2175737,-15.6284487,-0.9771184,-15.8346841
0.2909689,-15.2634790,-0.2757600,-15.3579091,-0.9913523,-15.4771433
0.2968157,-15.0123784,-0.3126823,-15.0708315,-0.9972468,-15.1364839
0.2991537,-14.7407482,-0.3339254,-14.7727664,-0.9991869,-14.8064121
